year,material,emissions
2023,cement_cover-floor,0.0
2023,concrete_in-situ,0.0
2023,concrete_prefab,0.0
2023,gravel_sand,0.0
2023,bitumen,0.0
2023,brick,0.0
2023,isolation,0.0
2023,steel,0.0
2023,aluminium,0.0
2023,glass,0.0
2023,furnishing_stone,0.0
2023,gypsum,0.0
2023,plaster,0.0
2024,cement_cover-floor,16.535401008956462
2024,concrete_in-situ,728.7169188727398
2024,concrete_prefab,2980.9246554039028
2024,gravel_sand,159.8908617628326
2024,bitumen,4.277783613037238
2024,brick,40.80380364005982
2024,isolation,61.18263759265038
2024,steel,65.47366495274177
2024,aluminium,15.723155566878575
2024,glass,1159.292277871075
2024,furnishing_stone,60.553131582575034
2024,gypsum,335.2732235865566
2024,plaster,1.4752903805662474
2025,cement_cover-floor,68.51149739946922
2025,concrete_in-situ,2815.2228770936463
2025,concrete_prefab,9761.626045780207
2025,gravel_sand,480.4536861113771
2025,bitumen,12.432508322376368
2025,brick,139.71721049097602
2025,isolation,201.1425738601381
2025,steel,231.0946657663325
2025,aluminium,49.42058316371367
2025,glass,3947.4501357646723
2025,furnishing_stone,215.83022949793784
2025,gypsum,1080.1861840645818
2025,plaster,3.149475785799628
2026,cement_cover-floor,133.89156183526234
2026,concrete_in-situ,5406.237634314808
2026,concrete_prefab,18462.905035335287
2026,gravel_sand,916.0382569128956
2026,bitumen,24.08023322888208
2026,brick,267.988436387174
2026,isolation,382.1241375110865
2026,steel,441.38968330753613
2026,aluminium,94.7765115096041
2026,glass,7527.447380598924
2026,furnishing_stone,410.8875192478076
2026,gypsum,2059.32710531501
2026,plaster,4.949495415700144
2027,cement_cover-floor,210.0176089265542
2027,concrete_in-situ,8284.229335341164
2027,concrete_prefab,27286.823077795427
2027,gravel_sand,1307.8954918018155
2027,bitumen,35.11634971111373
2027,brick,399.76891595074204
2027,isolation,567.145225656298
2027,steel,664.0817114375806
2027,aluminium,136.62900846274363
2027,glass,11145.020540838605
2027,furnishing_stone,617.6176024917926
2027,gypsum,3015.269091806537
2027,plaster,7.0747710798526295
2028,cement_cover-floor,276.6396489226416
2028,concrete_in-situ,10827.373285006117
2028,concrete_prefab,34799.15820923368
2028,gravel_sand,1618.3483926540237
2028,bitumen,42.70158118318031
2028,brick,510.1106622038843
2028,isolation,722.7165282663938
2028,steel,856.067586637454
2028,aluminium,170.78492427189602
2028,glass,14243.07752178417
2028,furnishing_stone,798.4535759526602
2028,gypsum,3816.069380974782
2028,plaster,9.11496821933798
2029,cement_cover-floor,319.6874971179106
2029,concrete_in-situ,12402.364864205867
2029,concrete_prefab,39712.49722437838
2029,gravel_sand,1859.640382947815
2029,bitumen,48.92780678229599
2029,brick,588.8801384422605
2029,isolation,826.6240648184842
2029,steel,977.4198431254715
2029,aluminium,195.78528715138674
2029,glass,16258.1446861558
2029,furnishing_stone,910.335375348394
2029,gypsum,4361.113023297149
2029,plaster,11.070938358823325
2030,cement_cover-floor,364.17298422921033
2030,concrete_in-situ,14043.850080955102
2030,concrete_prefab,44586.27427082969
2030,gravel_sand,2054.0354819797058
2030,bitumen,54.34866484755985
2030,brick,663.6308520268359
2030,isolation,927.2070958240787
2030,steel,1100.6549075339449
2030,aluminium,217.50878656651224
2030,glass,18217.362800816612
2030,furnishing_stone,1025.8242242511071
2030,gypsum,4867.9013120301315
2030,plaster,13.444931540040951
2031,cement_cover-floor,397.9124886850114
2031,concrete_in-situ,15211.164425547577
2031,concrete_prefab,47913.50070384935
2031,gravel_sand,2181.9201791298074
2031,bitumen,58.35974047424748
2031,brick,717.5472597803322
2031,isolation,997.7270556247812
2031,steel,1184.73943778644
2031,aluminium,232.11192061767025
2031,glass,19552.348143362662
2031,furnishing_stone,1104.2325468513986
2031,gypsum,5214.180147197837
2031,plaster,15.49366868700661
2032,cement_cover-floor,424.6205992270604
2032,concrete_in-situ,16022.229011149664
2032,concrete_prefab,49911.54825892878
2032,gravel_sand,2245.5824673566635
2032,bitumen,60.93499224490696
2032,brick,754.4293399238094
2032,isolation,1043.1373868562416
2032,steel,1238.5661712516076
2032,aluminium,239.97787488631843
2032,glass,20360.420628674554
2032,furnishing_stone,1153.5104348678185
2032,gypsum,5422.127649871522
2032,plaster,17.452348709305138
2033,cement_cover-floor,439.46220618837145
2033,concrete_in-situ,16478.0893718877
2033,concrete_prefab,50908.851033147104
2033,gravel_sand,2255.3730784481704
2033,bitumen,62.69162921964539
2033,brick,771.4697083558615
2033,isolation,1064.9418272742253
2033,steel,1269.1001917560047
2033,aluminium,241.93472375146865
2033,glass,20741.129453209338
2033,furnishing_stone,1181.173507625526
2033,gypsum,5504.006758115329
2033,plaster,19.356026981603666
2034,cement_cover-floor,439.46220618837145
2034,concrete_in-situ,16478.0893718877
2034,concrete_prefab,50908.851033147104
2034,gravel_sand,2255.3730784481704
2034,bitumen,62.69162921964539
2034,brick,771.4697083558615
2034,isolation,1064.9418272742253
2034,steel,1269.1001917560047
2034,aluminium,241.93472375146865
2034,glass,20741.129453209338
2034,furnishing_stone,1181.173507625526
2034,gypsum,5504.006758115329
2034,plaster,19.356026981603666
